,title,label,num_label,processed_text
1323,Master Thesis - Design and investigation of a pulsating heat pipe device,CLASS4,3,master thesis design investigation pulsating heat pipe device
1324,Senior Engineer - Application Support,CLASS5,4,senior engineer application support
1325,Master Thesis - Signal Encoding For Spiking Neural Networks,CLASS4,3,master thesis signal encoding spiking neural network
1326,RAN Test and Validation Process Manager,CLASS4,3,ran test validation process manager
1327,ASIC Design Engineer I,CLASS4,3,asic design engineer
1328,Master Thesis- Explore open-source XLS (Accelerated- HW Syntheses),CLASS4,3,master thesis explore opensource xl accelerated hw synthesis
1329,Test Development Engineer (Radio),CLASS4,3,test development engineer radio
1330,Master Thesis: Automated Pipeline for System Development,CLASS4,3,master thesis automated pipeline system development
1331,Forklift Operator (Stand up Order Picker/Cherry Picker),CLASS13,12,forklift operator stand order pickercherry picker
1332,2023 US Undergraduate Internship - Digital Growth North America,CLASS6,5,u undergraduate internship digital growth north america
1333,Manager - Finance Operations Data Management,CLASS5,4,manager finance operation data management
1334,Retail Merchandising Allocator - Trading and Allocation - EM South,CLASS6,5,retail merchandising allocator trading allocation em south
1335,"Retail Store Associate - Lancaster Quality Center, 6147, Lancaster, PA",CLASS6,5,retail store associate lancaster quality center lancaster pa
1336,"Assistant Store Manager, adidas Liverpool Factory Outlet",CLASS6,5,assistant store manager adidas liverpool factory outlet
1337,Tech Project Manager - Sales Tech (M/F/D),CLASS6,5,tech project manager sale tech mfd
1338,Store Operations Manager Flagship adidas Champs-ElysÃƒÂ©es CDI (H/F),CLASS6,5,store operation manager flagship adidas champselysãƒâ©es cdi hf
1339,Senior Manager Human Resources - DC Operations,CLASS1,0,senior manager human resource dc operation
1340,Senior Tech Project Manager - Sales Tech (M/F/D),CLASS6,5,senior tech project manager sale tech mfd
1341,Visuel Merchandising Expert adidas AÃƒÂ©roville (H/F),CLASS6,5,visuel merchandising expert adidas aãƒâ©roville hf
1342,Retail Associate (Cashier),CLASS10,9,retail associate cashier
1343,Store Manager Viva OCS Bquilla,CLASS6,5,store manager viva ocs bquilla
1344,Sr. Specialist Visual Merchandising,CLASS6,5,sr specialist visual merchandising
1345,Visual Merchandising,CLASS7,6,visual merchandising
1346,Senior Shop Assistant - FO Annopol,CLASS7,6,senior shop assistant fo annopol
1347,System on Chip Design and Validation Engineer,CLASS4,3,system chip design validation engineer
1348,Head of Solutions,CLASS4,3,head solution
1349,IP Resident Engineer,CLASS4,3,ip resident engineer
1350,Solution Specialist,CLASS4,3,solution specialist
1351,"System-on-Chip Trainee/Thesis Worker, SoC DFE ASIC",CLASS4,3,systemonchip traineethesis worker soc dfe asic
1352,"Antenna Design Engineer, RF",CLASS4,3,antenna design engineer rf
1353,"Integration, Testing and Validation Engineer",CLASS4,3,integration testing validation engineer
1354,Local Product Owner,CLASS6,5,local product owner
1355,Silicon Photonics Design Summer Co-op,CLASS4,3,silicon photonics design summer coop
1356,"Sr. Manager, ERP Deployments",CLASS5,4,sr manager erp deployment
1357,Policy Solution Architect - VF Spain,CLASS5,4,policy solution architect vf spain
1358,SoC/ASIC Engineer,CLASS8,7,socasic engineer
1359,Senior Standardization Specialist (AI/ML),CLASS5,4,senior standardization specialist aiml
1360,Senior Device & Modem Standards Research Expert,CLASS5,4,senior device modem standard research expert
1361,Telecommunication Research Engineer for Device Research & Standardization,CLASS4,3,telecommunication research engineer device research standardization
1362,Research Engineer for Device Research & Standardization,CLASS4,3,research engineer device research standardization
1363,Senior Standardization Specialist for Media Connectivity and Architecture,CLASS4,3,senior standardization specialist medium connectivity architecture
1364,Senior Research Engineer/Specialist for Privacy Preserving Technologies,CLASS5,4,senior research engineerspecialist privacy preserving technology
1365,Senior Simulation Specialist,CLASS4,3,senior simulation specialist
1366,Lead RAN Management and Intelligent Controller Standardization Specialist,CLASS5,4,lead ran management intelligent controller standardization specialist
1367,Senior RAN Management & Optimization Standardization Specialist,CLASS5,4,senior ran management optimization standardization specialist
1368,System Architecture Research Engineer /Specialist,CLASS5,4,system architecture research engineer specialist
1369,Senior Research Specialist,CLASS4,3,senior research specialist
1370,Senior Radio Research Specialist,CLASS4,3,senior radio research specialist
1371,Senior Standardization Specialist 5G-Advanced and 6G,CLASS4,3,senior standardization specialist gadvanced g
1372,Salesforce DevOps Engineer,CLASS5,4,salesforce devops engineer
1373,R&D Development Engineer,CLASS4,3,rd development engineer
1374,FM Engineer Core,CLASS8,7,fm engineer core
1375,Optics CE Engineer,CLASS4,3,optic ce engineer
1376,Sr. Platform QA Engineer,CLASS4,3,sr platform qa engineer
1377,NW Perf and Optimization Engineer,CLASS4,3,nw perf optimization engineer
1378,"Engineer, RF DPD",CLASS4,3,engineer rf dpd
1379,RF Technology Development Project Manager,CLASS4,3,rf technology development project manager
1380,Signal Processing Design Engineer,CLASS4,3,signal processing design engineer
1381,5G Core Stand Alone SME,CLASS6,5,g core stand alone sme
1382,Graduate Design Engineer,CLASS4,3,graduate design engineer
1383,Mechanical Lab Co-op/Intern,CLASS4,3,mechanical lab coopintern
1384,Lab Tech Co-op/Intern,CLASS4,3,lab tech coopintern
1385,Electromechanical Assembly Co-op/Intern,CLASS8,7,electromechanical assembly coopintern
1386,Internship - SW Engineer L1 5G. F/NB/M,CLASS5,4,internship sw engineer l g fnbm
1387,Salesforce Admin,CLASS5,4,salesforce admin
1388,"Bell Labs Research Intern - computer vision, scene understanding",CLASS4,3,bell lab research intern computer vision scene understanding
1389,Microwave Engineer,CLASS4,3,microwave engineer
1390,RAN Engineer,CLASS4,3,ran engineer
1391,Optics QA Test Engineer,CLASS4,3,optic qa test engineer
1392,Principal Consultant Ã¢â‚¬â€œ Transformation,CLASS6,5,principal consultant ã¢â‚¬â€œ transformation
1393,RF System Engineer,CLASS8,7,rf system engineer
1394,Senior solution engineer,CLASS4,3,senior solution engineer
1395,"DPD Validation Lead, SoC Validation",CLASS4,3,dpd validation lead soc validation
1396,Optical Transmission Research 2,CLASS4,3,optical transmission research
1397,Optics Researcher,CLASS4,3,optic researcher
1398,Salesforce Admin and Developer,CLASS5,4,salesforce admin developer
1399,Salesforce Developer,CLASS5,4,salesforce developer
1400,"Test Engineer, IODT",CLASS4,3,test engineer iodt
1401,Senior Patent Specialist/Counsel,CLASS3,2,senior patent specialistcounsel
1402,Trainee/Thesis worker for Edge Cloud Platform,CLASS5,4,traineethesis worker edge cloud platform
1403,Manager IP Routing Software,CLASS5,4,manager ip routing software
1404,"Local Product Owner, SoC SW",CLASS5,4,local product owner soc sw
1405,"Engineer, Digital Design",CLASS4,3,engineer digital design
1406,Senior Engineering Project Manager,CLASS4,3,senior engineering project manager
1407,Intermediate Optical Module Test Engineer,CLASS4,3,intermediate optical module test engineer
1408,Circuit Designer,CLASS4,3,circuit designer
1409,Semiconductor Category Manager,CLASS4,3,semiconductor category manager
1410,Photonic Thermal Research Co-Op,CLASS4,3,photonic thermal research coop
1411,"Photonic Integration Research, Co-Op",CLASS4,3,photonic integration research coop
1412,Photonic Thermal Research Intern,CLASS4,3,photonic thermal research intern
1413,NPO Engineer,CLASS8,7,npo engineer
1414,Cognitive Systems Intern,CLASS4,3,cognitive system intern
1415,Jr. Software Quality Assurance Engineer,CLASS5,4,jr software quality assurance engineer
1416,Bell Labs - Computer Vision Researcher,CLASS4,3,bell lab computer vision researcher
1417,Bell Labs - Research Statistician,CLASS4,3,bell lab research statistician
1418,"Engineer, SW Development, RF L1Low",CLASS5,4,engineer sw development rf llow
1419,Advanced Sensing Devices BL Intern,CLASS4,3,advanced sensing device bl intern
1420,Engineer Ã¢â‚¬â€œ Industrial Engineering,CLASS8,7,engineer ã¢â‚¬â€œ industrial engineering
1421,Praktikant im Bereich Data Science and Engineering (w/m/x) Published: 10.01.2023 NEW 86191 BMW AG IT Innovation and Research Munich,CLASS5,4,praktikant im bereich data science engineering wmx published new bmw ag innovation research munich
1422,Steuerungstechniker (w/m/x) Published: 05.01.2023 NEW 85693 BMW AG Maintenance Berlin,CLASS11,10,steuerungstechniker wmx published new bmw ag maintenance berlin
1423,Karosseriebauer (w/m/x),CLASS8,7,karosseriebauer wmx
1424,Werkstudent im Bereich Data Science (w/m/x) Published: 22.12.2022 83840 BMW AG Data Science Munich,CLASS5,4,werkstudent im bereich data science wmx published bmw ag data science munich
1425,Praktikant im Bereich Gesamtfahrzeug (w/m/x) Published: 19.12.2022 NEW 84665 BMW AG Vehicle architecture Munich,CLASS8,7,praktikant im bereich gesamtfahrzeug wmx published new bmw ag vehicle architecture munich
1426,"Software Engineer Customer, Brands and Sales (w/m/x) Published: 16.12.2022 NEW 65729 BMW AG Software Development Munich",CLASS5,4,software engineer customer brand sale wmx published new bmw ag software development munich
1427,"Rolls-Royce Motor Cars, Goodwood - Maintenance - 13 Month Placement (July 2023) Published: 15.12.2022 NEW 22000386 Rolls-Royce Motor Cars Ltd. Maintenance Goodwood",CLASS8,7,rollsroyce motor car goodwood maintenance month placement july published new rollsroyce motor car ltd maintenance goodwood
1428,Funktionsverantwortlicher Glas (w/m/x) Published: 13.12.2022 NEW 82177 BMW AG Chassis Munich,CLASS8,7,funktionsverantwortlicher glas wmx published new bmw ag chassis munich
1429,"Intern, Technology Partnerships and Business Development Published: 05.12.2022 NEW 220004DB BMW of North America LLC. Engineering / R&D Silicon Valley",CLASS5,4,intern technology partnership business development published new db bmw north america llc engineering rd silicon valley
1430,"BMW Plant Hams Hall, Birmingham - Project and Energy Management - 13 Month Placement (July 2023) Published: 02.12.2022 NEW 22000373 BMW Hams Hall Motoren GmbH Facilities Maintenance Hams Hall",CLASS8,7,bmw plant ham hall birmingham project energy management month placement july published new bmw ham hall motoren gmbh facility maintenance ham hall
1431,"Praktikant im Bereich Scouting, Events, Netzwerk und Kommunikation (w/m/x) Published: 01.12.2022 NEW 77728 BMW AG Advanced Development/Research Munich",CLASS5,4,praktikant im bereich scouting event netzwerk und kommunikation wmx published new bmw ag advanced developmentresearch munich
1432,"Werkstudent im Bereich Scouting, Events, Netzwerk und Kommunikation (w/m/x) Published: 01.12.2022 NEW 77739 BMW AG Advanced Development/Research Munich",CLASS5,4,werkstudent im bereich scouting event netzwerk und kommunikation wmx published new bmw ag advanced developmentresearch munich
1433,Azubi zum Automobilkaufmann (w/m/x) in der Niederlassung Published: 01.12.2022 NEW 67741 BMW AG Business & Service Munich,CLASS6,5,azubi zum automobilkaufmann wmx der niederlassung published new bmw ag business service munich
1434,"Senior Specialist, BMW Charge Forward Program Published: 29.11.2022 NEW 220003ZQ BMW of North America LLC. Environmental Engineering Woodcliff Lake",CLASS8,7,senior specialist bmw charge forward program published new zq bmw north america llc environmental engineering woodcliff lake
1435,Senior Specialist Facility Management (f/m/x),CLASS13,12,senior specialist facility management fmx
1436,Praktikant im Bereich Prozessentwicklung und IT-Steuerung (w/m/x) Published: 24.11.2022 NEW 67409 BMW AG Corporate Sales Munich,CLASS6,5,praktikant im bereich prozessentwicklung und itsteuerung wmx published new bmw ag corporate sale munich
1437,Praktikant im Bereich Produktmanagement Aftersales (w/m/x) Published: 24.11.2022 NEW 45542 BMW AG Aftersales Distribution Munich,CLASS7,6,praktikant im bereich produktmanagement aftersales wmx published new bmw ag aftersales distribution munich
1438,Application Owner B2B Corporate & Special Sales Published: 21.11.2022 NEW 62194 BMW AG Software Development Munich,CLASS5,4,application owner bb corporate special sale published new bmw ag software development munich
1439,Shift Leader Maintenance (f/m/x) 1 Published: 16.11.2022 NEW 83016 BMW Manufacturing Hungary Kft. Body in white Debrecen,CLASS8,7,shift leader maintenance fmx published new bmw manufacturing hungary kft body white debrecen
1440,Instandhalter Elektrik (w/m/x) Published: 15.11.2022 NEW 63186 BMW AG Maintenance Leipzig,CLASS11,10,instandhalter elektrik wmx published new bmw ag maintenance leipzig
1441,Instandhalter Elektrik (w/m/x) - BMW Group Werk Leipzig Published: 15.11.2022 NEW 50421 BMW AG Equipment Maintenance Leipzig,CLASS11,10,instandhalter elektrik wmx bmw group werk leipzig published new bmw ag equipment maintenance leipzig
1442,Praktikant im Bereich Gesamtfahrzeug (w/m/x) Published: 14.11.2022 NEW 22571 BMW AG Vehicle architecture Munich,CLASS8,7,praktikant im bereich gesamtfahrzeug wmx published new bmw ag vehicle architecture munich
1443,"Werkstudent im Bereich Mittelkonsole, Dekore, Blenden (w/m/x) Published: 11.11.2022 NEW 81605 BMW AG Driver Experience Cockpit Munich",CLASS11,10,werkstudent im bereich mittelkonsole dekore blenden wmx published new bmw ag driver experience cockpit munich
1444,Praktikant im Bereich HR Services und IT (w/m/x) Published: 08.11.2022 NEW 81996 BMW AG HR Operations Munich,CLASS1,0,praktikant im bereich hr service und wmx published new bmw ag hr operation munich
1445,Werkstudent im Bereich Finish OberflÃƒÂ¤che (w/m/x) Published: 08.11.2022 NEW 81061 BMW AG Surface Finish Munich,CLASS13,12,werkstudent im bereich finish oberflãƒâ¤che wmx published new bmw ag surface finish munich
1446,Praktikant im Bereich Produktbewertung LangzeitqualitÃƒÂ¤t (w/m/x) Published: 04.11.2022 NEW 81692 BMW AG Quality Steering & Management Munich,CLASS8,7,praktikant im bereich produktbewertung langzeitqualitãƒâ¤t wmx published new bmw ag quality steering management munich
1447,Senior Patent Attorney (m/w/d),CLASS9,8,senior patent attorney mwd
1448,Evidence Generation Lead,CLASS4,3,evidence generation lead
1449,Medical Ecosystem Partner (Hemofilia y Maduros),CLASS4,3,medical ecosystem partner hemofilia maduros
1450,"End User, Workplace & Site Experience Specialist (Outsourced for Gulf Countries)",CLASS6,5,end user workplace site experience specialist outsourced gulf country
1451,"Senior Counsel Specialist, Assistant General Counsel, Competition/Antitrust Law",CLASS3,2,senior counsel specialist assistant general counsel competitionantitrust law
1452,Medical Director (Gastroenterology & Hepatology),CLASS4,3,medical director gastroenterology hepatology
1453,Global Medical Collaboration Lead (Respiratory) - 24 Months Contract,CLASS4,3,global medical collaboration lead respiratory month contract
1454,"Associate Field Engineering Specialist - Columbus, OH",CLASS8,7,associate field engineering specialist columbus oh
1455,Medical Affairs Manager,CLASS4,3,medical affair manager
1456,"Director and Assistant General Counsel, Neuroscience & Ophthalmology IP Lead, Intellectual Property",CLASS9,8,director assistant general counsel neuroscience ophthalmology ip lead intellectual property
1457,Principal / Senior Packaging Engineer,CLASS8,7,principal senior packaging engineer
1458,"Sr. Asset Management, Plant Engineer",CLASS8,7,sr asset management plant engineer
1459,ERP Authorization Expert (System Manager),CLASS5,4,erp authorization expert system manager
1460,"Sr. Project Manager, Site Services",CLASS5,4,sr project manager site service
1461,Global Planning Manager - Molecular Labs,CLASS4,3,global planning manager molecular lab
1462,Medical Value Lead,CLASS4,3,medical value lead
1463,Engineering Traineeship Program - Russian speaking,CLASS4,3,engineering traineeship program russian speaking
1464,Qualified Patent Counsel m/w/d,CLASS9,8,qualified patent counsel mwd
1465,Packaging Engineer (Contractor),CLASS7,6,packaging engineer contractor
1466,System Admin- Concur (T&E),CLASS5,4,system admin concur te
1467,R&D Sensor and Data Acquisition Automation Engineer,CLASS5,4,rd sensor data acquisition automation engineer
1468,Competence Area Team Leader Diagnostics & Prognostics,CLASS4,3,competence area team leader diagnostics prognostic
1469,Key Account Manager Lubrication System,CLASS6,5,key account manager lubrication system
1470,IngÃƒÂ©nieur QualitÃƒÂ© Clients (F/H),CLASS11,10,ingãƒâ©nieur qualitãƒâ© client fh
1471,Lean Manager (F/H),CLASS13,12,lean manager fh
1472,Ausbildung als Industriemechaniker (m/w/d) in LÃƒÂ¼chow,CLASS8,7,ausbildung al industriemechaniker mwd lãƒâ¼chow
1473,Machine Supervisor,CLASS8,7,machine supervisor
1474,Product Engineer Seats upholstery,CLASS4,3,product engineer seat upholstery
1475,"Shop Manager, Mega Casting Plant - Volvo Cars Kosice (VCK)",CLASS8,7,shop manager mega casting plant volvo car kosice vck
1476,"Shop Manager, Mega Casting Plant VCK",CLASS8,7,shop manager mega casting plant vck
1477,Consumer Product UI/UX Designer,CLASS5,4,consumer product uiux designer
1478,Senior Specialist Future Business & Sustainability (m/w/d),CLASS13,12,senior specialist future business sustainability mwd
1479,Senior Engineering Manager - Salesforce,CLASS5,4,senior engineering manager salesforce
1480,Analytics Scientist (Crop Science R&D),CLASS4,3,analytics scientist crop science rd
1481,"Senior Manager, Medical Device Safety - Vigilance & Standards",CLASS3,2,senior manager medical device safety vigilance standard
1482,Senior Medical Science Liaison - San Antonio TX,CLASS4,3,senior medical science liaison san antonio tx
1483,R&D Specialist III,CLASS4,3,rd specialist iii
1484,ERP Product Manager Grower Management,CLASS7,6,erp product manager grower management
1485,Medical Science Liaison (MSL) - (F/H),CLASS4,3,medical science liaison msl fh
1486,"Manager, Medical Affairs(Ã¨â€šÂ¿Ã§ËœÂ¤)",CLASS4,3,manager medical affairsã¨â€šâ¿ã§ëœâ¤
1487,"Senior Health, Safety and Enviornmental Specialist",CLASS3,2,senior health safety enviornmental specialist
1488,"Health, Safety, and Enviornmental Generalist",CLASS3,2,health safety enviornmental generalist
1489,2nd Plant Manager,CLASS8,7,nd plant manager
1490,"(seasonal) Field Breeding Research Assistant, Lloydminster, SK",CLASS4,3,seasonal field breeding research assistant lloydminster sk
1491,Director Policy & Research - Regions,CLASS13,12,director policy research region
1492,Global Medical Affairs Senior Director-Oncology,CLASS4,3,global medical affair senior directoroncology
1493,Process Technology Manager PAT (m/w/d),CLASS8,7,process technology manager pat mwd
1494,Data Science Novel Phenotypes Intern,CLASS4,3,data science novel phenotype intern
1495,Projectmanager Plant Processes (m/f/d),CLASS8,7,projectmanager plant process mfd
1496,Medical Representative - An Giang province,CLASS13,12,medical representative giang province
1497,Patent Counsel,CLASS9,8,patent counsel
1498,Head of CapEx Contract Management (m/f/d),CLASS3,2,head capex contract management mfd
1499,Expert - Process Automation and Reporting,CLASS8,7,expert process automation reporting
1500,Pharmaceutical Representative (District: Mazowieckie & Podlaskie),CLASS4,3,pharmaceutical representative district mazowieckie podlaskie
1501,Shift Incharge Safety,CLASS8,7,shift incharge safety
1502,Senior Medical Science Liaison (field based),CLASS4,3,senior medical science liaison field based
1503,Regional Lead- Northeast US and Eastern Canada,CLASS13,12,regional lead northeast u eastern canada
1504,MLOps Engineer,CLASS8,7,mlops engineer
1505,PCS Plant Engineer (m/f/d),CLASS8,7,pc plant engineer mfd
1506,"Health, Safety, and Environment Tech",CLASS13,12,health safety environment tech
1507,ACL CYA Plant Mgr,CLASS8,7,acl cya plant mgr
1508,Field Breeding Research Assistant,CLASS4,3,field breeding research assistant
1509,ServiceNow HRSD Solution Engineer,CLASS5,4,servicenow hrsd solution engineer
1510,Eng Advanced Mfg,CLASS4,3,eng advanced mfg
1511,"Jr Product Manager /// Consumer Health /// SÃƒÂ£o Paulo, SP",CLASS6,5,jr product manager consumer health sãƒâ£o paulo sp
1512,Construction Safety Manager,CLASS8,7,construction safety manager
1513,Associate Medical Advisor (2-year contract),CLASS13,12,associate medical advisor year contract
1514,Incident & Fire Safety Operator GruppenfÃƒÂ¼hrer - LG 1.2(m/w/d),CLASS13,12,incident fire safety operator gruppenfãƒâ¼hrer lg mwd
1515,Virtual Chains&Distribution Channels Manager,CLASS7,6,virtual chainsdistribution channel manager
1516,Pharma Digital Lead for Spain,CLASS4,3,pharma digital lead spain
1517,"Werkstudent im Bereich Health, Safety, Environment & Facility Management (m/w/d)",CLASS13,12,werkstudent im bereich health safety environment facility management mwd
1518,Mrkt & Enterprise Capability Success Ld,CLASS5,4,mrkt enterprise capability success ld
1519,Global Manufacturing Operations Management Expert II - Crop Protection,CLASS8,7,global manufacturing operation management expert ii crop protection
1520,Werkstattmeister (m/w/d),CLASS8,7,werkstattmeister mwd
1521,R2R Expert with German - Asset management,CLASS10,9,rr expert german asset management
1522,"Tolling Lead, India",CLASS10,9,tolling lead india
1523,Communications Business Partner Pharma Spain,CLASS6,5,communication business partner pharma spain
1524,Einrichter Maintenance im Bereich Formgebung (m/w/d) - Einsatz im Schichtsystem,CLASS11,10,einrichter maintenance im bereich formgebung mwd einsatz im schichtsystem
1525,CORE: SDL Quality Upstream (m/f/d),CLASS8,7,core sdl quality upstream mfd
1526,Amazon Technical Writer,CLASS6,5,amazon technical writer
1527,Senior Professional FP&A,CLASS11,10,senior professional fpa
1528,Customer Operational Readiness Manager (Early-Life) -- Remote,CLASS2,1,customer operational readiness manager earlylife remote
1529,order processor,CLASS7,6,order processor
1530,Customer Operational Readiness Manager -- Remote,CLASS6,5,customer operational readiness manager remote
1531,Technical Training & Product Support,CLASS1,0,technical training product support
1532,Back-office New Trucks,CLASS13,12,backoffice new truck
1533,Customer Operational Readiness Project Manager (Early-Life) -- Remote,CLASS6,5,customer operational readiness project manager earlylife remote
1534,Rental Service Engineer,CLASS11,10,rental service engineer
1535,Junior Controls Engineer - Temporary,CLASS8,7,junior control engineer temporary
1536,(Junior) Investor Relations Manager (w/m/d),CLASS6,5,junior investor relation manager wmd
1537,Analista RemuneraÃƒÂ§ÃƒÂ£o,CLASS10,9,analista remuneraãƒâ§ãƒâ£o
1538,Site Manager (90% travel),CLASS13,12,site manager travel
1539,Buying & Merchandising Apprenticeship Programme 2023,CLASS7,6,buying merchandising apprenticeship programme
1540,"Technical Trainer / Course Developer, Technical CD, Uptime & Retail, Japan Sales",CLASS6,5,technical trainer course developer technical cd uptime retail japan sale
1541,Legal & Compliance Counsel,CLASS3,2,legal compliance counsel
1542,Head of Real World Evidence Center of Excellence (m/w/d),CLASS3,2,head real world evidence center excellence mwd
1543,LIMS Expert (m/w/d),CLASS13,12,lims expert mwd
1544,(Senior) Scrum Master (m/w/d),CLASS13,12,senior scrum master mwd
1545,IT Business Consultant (m/w/d) - Finance Transformation,CLASS10,9,business consultant mwd finance transformation
1546,Ausbildung zum Maschinen- und AnlagenfÃƒÂ¼hrer in Ingelheim (m/w/d),CLASS1,0,ausbildung zum maschinen und anlagenfãƒâ¼hrer ingelheim mwd
1547,Betriebsingenieur*in /Plant Engineering (w/m/d),CLASS8,7,betriebsingenieurin plant engineering wmd
1548,Lead Business Consultant - IT Release Manager (m/w/d),CLASS5,4,lead business consultant release manager mwd
1549,"Technician II, Warehouse (First Shift; Rotational 2-2-3 Schedule)",CLASS8,7,technician ii warehouse first shift rotational schedule
1550,Equipment Specialist,CLASS8,7,equipment specialist
1551,Patient Safety Specialist (Head Office) - 2 positions,CLASS3,2,patient safety specialist head office position
1552,Customer Engagement Executive,CLASS6,5,customer engagement executive
1553,Bidding Operation Assistant Manager,CLASS10,9,bidding operation assistant manager
1554,Transfer Coordinator (m/f/d),CLASS13,12,transfer coordinator mfd
1555,Snr Mgr Patient Engagement Country Partner RE,CLASS13,12,snr mgr patient engagement country partner
1556,Head Legal GDD Japan,CLASS9,8,head legal gdd japan
1557,Head of SpeakUp (d/f/m),CLASS3,2,head speakup dfm
1558,Head Quality Sandoz,CLASS8,7,head quality sandoz
1559,"Medical Science Liaison, Derm/Allergy MN/WI/IA/ND/SD",CLASS4,3,medical science liaison dermallergy mnwiiandsd
1560,Senior Expert Science & Technology,CLASS4,3,senior expert science technology
1561,Maintenance Coordinator (Instrumentation),CLASS8,7,maintenance coordinator instrumentation
1562,Customer Engagement Consultant IM-NS (Coastal),CLASS6,5,customer engagement consultant imns coastal
1563,P&O BP IMUS Oncology Portfolio Strategy/Customer Engagement,CLASS6,5,po bp imu oncology portfolio strategycustomer engagement
1564,Sr Scientist Regenerative Medicine Novartis NIBR San Diego,CLASS4,3,sr scientist regenerative medicine novartis nibr san diego
1565,CONSULTOR TECNICO ESPECIALIDADES PL/SR - REUMA - RIB. PRETO/SP,CLASS4,3,consultor tecnico especialidades plsr reuma rib pretosp
1566,"Associate Director,Ã¢â‚¬â€¹ Data Products - Sales",CLASS6,5,associate directorã¢â‚¬â€ data product sale
1567,Finance Master Data Process Expert,CLASS5,4,finance master data process expert
1568,"Director, RLT LCM Strategy",CLASS13,12,director rlt lcm strategy
1569,PROPAGANDISTA PROD. FARM. JR. | NEOCARE CVM | FlorianÃƒÂ³polis | SANDOZ,CLASS13,12,propagandista prod farm jr neocare cvm florianãƒâpolis sandoz
1570,Launch & Tender Analyst,CLASS7,6,launch tender analyst
1571,QA Operations Expert (m/f/d),CLASS7,6,qa operation expert mfd
1572,QA Manager ESO Ã¢â‚¬â€œ Final Dosage Forms (m/f/d),CLASS8,7,qa manager eso ã¢â‚¬â€œ final dosage form mfd
1573,Product Specialist - Liguria,CLASS4,3,product specialist liguria
1574,Senior Development QA Specialist,CLASS4,3,senior development qa specialist
1575,"Ã£â‚¬ÂGAÃ£â‚¬â€˜Regional Health Policy Manager (Eastern Japan Region), Public Policy and Government Affairs",CLASS13,12,ã£â‚¬âgaã£â‚¬â€˜regional health policy manager eastern japan region public policy government affair
1576,Senior Consultant - Pipeline Pilot- DevOps Engineer,CLASS5,4,senior consultant pipeline pilot devops engineer
1577,Oncology Business Manager - Mid Atlantic Market,CLASS6,5,oncology business manager mid atlantic market
1578,"Ã£â‚¬ÂMedicalÃ£â‚¬â€˜ Evidence Delivery Lead, AZSS Operations, Evidence & Observational Research",CLASS3,2,ã£â‚¬âmedicalã£â‚¬â€˜ evidence delivery lead az operation evidence observational research
1579,"Ã£â‚¬ÂMedicalÃ£â‚¬â€˜Associate Medical Affairs Manager (AMAM), MET Ã£Æ’Â¡Ã£Æ’â€¡Ã£â€šÂ£Ã£â€šÂ«Ã£Æ’Â«Ã¦Å“Â¬Ã©Æ’Â¨ Ã¥Â¾ÂªÃ§â€™Â°Ã¥â„¢Â¨Ã£Æ’Â»Ã¨â€¦Å½Ã£Æ’Â»Ã¤Â»Â£Ã¨Â¬ÂÃ§â€“Â¾Ã¦â€šÂ£Ã© ËœÃ¥Å¸Å¸Ã§ÂµÂ±Ã¦â€¹Â¬Ã©Æ’Â¨",CLASS3,2,ã£â‚¬âmedicalã£â‚¬â€˜associate medical affair manager amam met ã£æ ’ â¡ã£æ ’ â€¡ã£â€šâ£ã£â€šâ « ã£æ ’ â « ã¦å “ â¬ã©æ ’ â¨ ã¥â¾âªã§â€™â°ã¥â „ ¢â¨ã£æ ’ â » ã¨â€¦å½ã£æ ’ â » ã¤â » â£ã¨â¬âã§â€ “ â¾ã¦â€šâ£ã© ëœã¥å¸å¸ã§âµâ±ã¦â€â¬ã©æ ’ â¨
1580,"Global Medical Affairs Leader - ADC, GI",CLASS4,3,global medical affair leader adc gi
1581,Lead Consultant - Product Engineer,CLASS4,3,lead consultant product engineer
1582,Directeur SMM Oncologie Study Start-Up (H/F),CLASS4,3,directeur smm oncologie study startup hf
1583,"Senior Global Development Medical Director, Breast Cancer",CLASS4,3,senior global development medical director breast cancer
1584,"Ã£â‚¬ÂR&DÃ£â‚¬â€˜Study Leader, Development Operations Division",CLASS4,3,ã£â‚¬ârdã£â‚¬â€˜study leader development operation division
1585,Medical Advisor - Lung Cancer,CLASS4,3,medical advisor lung cancer
1586,Trainee Medical (m/w/d),CLASS4,3,trainee medical mwd
1587,"Primary Care Science Liaison Manager (m/w/d) Region Berlin, Brandenburg, Sachsen-Ost",CLASS4,3,primary care science liaison manager mwd region berlin brandenburg sachsenost
1588,"Business Support Coordinator, Late Vaccines & Immune Therapies",CLASS11,10,business support coordinator late vaccine immune therapy
1589,Associate Director Systems Modeling,CLASS4,3,associate director system modeling
1590,Chef de Zone BPCO - Nord-Est / Ile-de-France (H/F),CLASS13,12,chef de zone bpco nordest iledefrance hf
1591,AttachÃƒÂ© Scientifique Hospitalier BPCO - Lorraine / Meuse (H/F),CLASS4,3,attachãƒâ© scientifique hospitalier bpco lorraine meuse hf
1592,Statistical Programmer,CLASS5,4,statistical programmer
1593,Creative Technologist Ã¢â‚¬â€œ R&DIT,CLASS4,3,creative technologist ã¢â‚¬â€œ rdit
1594,Senior Design Researcher - Digital Health R&D,CLASS5,4,senior design researcher digital health rd
